id;bairro;id_cidade;latitude;longitude
499;Cidade Mãe do Céu;1;-23.54714000;-46.57988000
500;Vila Azevedo;1;-23.51609000;-46.46644000
501;Vila Gomes Cardim;1;-23.54537000;-46.56768000
502;Vila Gomes;1;-23.57262000;-46.73274000
503;Vila Santo Estevão;1;-23.55056000;-46.55558000
504;Chácara Califórnia;1;-23.54036000;-46.55854000
505;Chácara Santo Antônio (Zona Leste);1;-23.54829000;-46.54672000
506;Vila Regente Feijó;1;-23.57412000;-46.56024000
507;Jardim Anália Franco;1;-23.44040000;-46.41922000
508;Vila Amália (Zona Leste);1;-23.47603000;-46.60521000
509;Vila Diva (Zona Leste);1;-23.49871430;-46.67234470
510;Vila Rio Branco;1;-23.51218000;-46.49687000
511;Vila Invernada;1;-23.56482000;-46.56566000
512;Vila Formosa;1;-23.56287000;-46.65468000
513;Chácara Mafalda;1;-23.57420000;-46.54975000
514;Vila Olinda;1;-23.57639000;-46.54100000
515;Vila Guarani(Zona Leste);1;-23.58118000;-46.53420000
516;Vila Cruzeiro;1;-23.63430000;-46.71130000
517;Jardim Iara;1;-23.57610000;-46.53272000
518;Jardim São Francisco (Zona Leste);1;-23.57797000;-46.53208000
519;Parque Cruzeiro do Sul (Vila Formosa);1;-23.58328000;-46.53322000
520;Capão do Embira;1;-23.58068000;-46.53247000
521;Parque Santo Eduardo;1;-23.51408000;-46.52216000
522;Parque Santo Antônio (Aricanduva);1;-23.58338000;-46.52486000
523;Jardim Galli;1;-23.47005000;-46.59606000
524;Jardim Colorado;1;-23.58688000;-46.52899000
525;Vila Carrão;1;-23.56026160;-46.52977590
526;Vila Nova Manchester;1;-23.48647000;-46.73594000
527;Vila Antonina;1;-23.55720000;-46.55130000
528;Jardim Textil;1;-23.55900000;-46.54475000
529;Vila Mafra;1;-23.56227000;-46.54729000
530;Vila Santa Isabel;1;-23.55674000;-46.53444000
531;Vila Fernandes;1;-23.55691000;-46.53384000
532;Parque Maria Luiza;1;-23.55897000;-46.51760000
533;Jardim Aricanduva;1;-23.56369000;-46.51448000
534;Jardim Vila Formosa;1;-23.57174000;-46.52293000
535;Vila Antonieta;1;-23.57093000;-46.51402000
536;Jardim Record;1;-23.57391000;-46.52802000
537;Jardim Cotching;1;-23.57387000;-46.52928000
538;Jardim Piqueroby;1;-23.57276000;-46.52798000
539;Vila Dona Sara;1;-23.56767000;-46.51925000
540;Jardim Haia do Carrão;1;-23.49457000;-46.60733000
541;Vila Nova York;1;-23.57958000;-46.50468000
542;Vila Aricanduva;1;-23.65633000;-46.72869000
543;Vila Carlos de Campos;1;-23.52989000;-46.53729000
544;Aricanduva;1;-23.53706000;-46.54689000
545;Chácara Seis de Outubro;1;-23.53765000;-46.52900000
546;Vila Matilde;1;-23.53241000;-46.52263000
547;Vila Talarico;1;-23.54546000;-46.50774000
548;Vila Euthalia;1;-23.70194000;-46.71432000
549;Vila Dalila;1;-23.54657000;-46.51914000
550;Jardim Maringá;1;-23.72075000;-46.68287000
551;Jardim Fernandes;1;-23.55265000;-46.49780000
552;Jardim Santa Terezinha (Zona Leste);1;-23.57402000;-46.49887000
553;Vila Nova Savoia;1;-23.53903870;-46.51775960
554;Cidade Patriarca;1;-23.53712000;-46.49958000
555;Vila Guilhermina;1;-23.53227000;-46.51525000
556;Jardim Assunção;1;-23.53995000;-46.50910000
557;Jardim Triana;1;-23.53484000;-46.50739000
558;Jardim Hercilia;1;-23.54409000;-46.50573000
559;Vila Nhocune;1;-23.54484000;-46.48988000
560;Jardim São José (Artur Alvim);1;-23.56287000;-46.65468000
561;Jardim Santo Antônio;1;-23.56287000;-46.65468000
562;Vila Santa Teresa (Zona Leste);1;-23.53996000;-46.48758000
563;Artur Alvim;1;-23.54233000;-46.48770000
564;Parque Artur Alvim;1;-23.54289000;-46.48466000
565;Parque Savoy City;1;-23.56832000;-46.49223000
566;Jardim Arize;1;-23.55813000;-46.51232000
567;Jardim Santa Maria;1;-23.56000000;-46.50731000
568;Jardim Eliane;1;-23.55435000;-46.50590000
569;Jardim Itapema;1;-23.55849000;-46.50407000
570;Jardim Marília;1;-23.56249000;-46.49454000
571;Jardim Brasília (Zona Leste);1;-23.55288000;-46.49597000
572;Jardim Ipanema (Cidade Líder);1;-23.56089000;-46.50000000
573;Cidade Líder;1;-23.55358380;-46.46841450
574;Conjunto Habitacional Padre José de Anchieta;1;-23.53029000;-46.63945000
575;Conj Habit Padre Jose De Anchieta;1;-23.55198000;-46.48515000
576;Conjunto Habitacional Padre Manoel da Nóbrega;1;-23.54475000;-46.48266000
577;Conjunto Habitacional Padre Manoel de Paiva;1;-23.55024000;-46.48013000
578;Penha de França;1;-23.52695000;-46.55433000
579;Vila Laís;1;-23.51669000;-46.53631000
580;Vila Santana;1;-23.51677000;-46.53602000
581;Vila Feliz;1;-23.09836000;-47.20609000
582;Vila Salete;1;-23.51922000;-46.52799000
583;Cangaíba;1;-23.55921850;-46.68775730
584;Vila Fidelis Ribeiro;1;-23.51091000;-46.50799000
585;Vila Granada;1;-23.52080000;-46.51257000
586;Vila Vera;1;-23.62195000;-46.60388000
587;Vila Buenos Aires;1;-23.50530000;-46.51243000
588;Vila Costa Melo;1;-23.51820330;-46.51088470
589;Vila Domitila;1;-23.51527000;-46.50894000
590;Guaiaúna;1;-23.51503000;-46.72003000
591;Jardim Concórdia;1;-23.52807000;-46.53857000
592;Vila Centenário;1;-23.52534000;-46.53134000
593;Vila Beatriz;1;-23.53226000;-46.57352000
594;Vila Esperança;1;-23.55440330;-46.50799690
595;Vila Ré;1;-23.52642000;-46.51181000
596;Vila Germaine;1;-23.52504000;-46.50879000
597;Jardim Lisboa;1;-23.60759000;-46.73972000
598;Jardim Popular;1;-23.51652000;-46.50506000
599;Vila Frugoli;1;-23.51944000;-46.50064000
600;Vila Odete;1;-23.53747000;-46.40967000
601;Jardim Três Marias;1;-23.56287000;-46.65468000
602;Vila Caju;1;-23.51612000;-46.49185000
603;Vila São Francisco (Zona Leste);1;-23.30078000;-46.71112000
604;Burgo Paulista;1;-23.54007000;-46.72652000
605;Jardim São Nicolau;1;-23.52460000;-46.48119000
606;Jardim Artur Alvim;1;-23.52878000;-46.48872000
607;Jardim Nordeste;1;-23.52991000;-46.48305000
608;Jardim Olympia;1;-23.60045630;-46.43463360
609;Vila Campanela;1;-23.53882000;-46.46152000
610;Cidade Antônio Estevão de Carvalho;1;-23.52582000;-46.46471000
611;Parque das Paineiras;1;-23.53689000;-46.47770000
612;Jardim Santa Luísa;1;-23.56287000;-46.65468000
613;Jardim Coimbra;1;-23.53278000;-46.47593000
614;Parque Paineiras;1;-23.52740000;-46.47416000
615;Jardim Jaú (Zona Leste);1;-23.51214000;-46.54366000
616;Jardim Jua;1;-23.66714000;-46.69241000
617;Vila Santo Henrique;1;-23.50644000;-46.54256000
618;Engenheiro Goulart;1;-23.50326000;-46.51397000
619;Vila Arruda;1;-23.50707000;-46.53005000
620;Jardim Jau;1;-23.73636000;-46.68839000
621;Vila Mesquita;1;-23.50768000;-46.54117000
622;Jardim de Lorenzo;1;-23.50695000;-46.53905000
623;Jardim Piratininga;1;-23.50508000;-46.53400000
624;Jardim Santo Onofre;1;-23.51156000;-46.51208000
625;Vila Paulistania;1;-23.50137000;-46.52871000
626;Jardim Danfer;1;-23.50089000;-46.50734000
627;Vila Sílvia;1;-23.48715000;-46.50281000
628;Jardim Castelo;1;-23.50086000;-46.50938000
629;Vila Londrina;1;-23.51160000;-46.53817000
630;Chácara Cruzeiro do Sul;1;-23.51301000;-46.53575000
631;Vila Pierina;1;-23.51265000;-46.52830000
632;Vila Rui Barbosa;1;-23.51310000;-46.52192000
633;Vila Araguaia;1;-23.51036000;-46.52231000
634;Jardim Arizona;1;-23.50975000;-46.52086000
635;Vila Franci;1;-22.30438000;-48.55617000
636;Vila Sampaio;1;-23.51000000;-46.50831000
637;Parque Penha;1;-23.50747000;-46.50844000
638;Vila Belo Horizonte;1;-23.50682000;-46.50948000
639;Jardim Gonzaga;1;-23.50602000;-46.50443000
640;Jardim Penha;1;-23.50578000;-46.49635000
641;Parque Boturussu;1;-23.50307000;-46.48088000
642;Vila Cisper;1;-23.56287000;-46.65468000
643;Ermelino Matarazzo;1;-23.50546000;-46.60484000
644;Vila Paranaguá;1;-23.49567000;-46.47635000
645;Vila Robertina;1;-23.52703000;-46.39861000
646;Jardim Belém;1;-23.49062000;-46.47075000
647;Jardim Matarazzo;1;-23.49090000;-46.48101000
648;Vila Santa Inês;1;-23.49101000;-46.47413000
649;Vila Jacuí;1;-23.50547000;-46.45679000
650;Jardim Verônia;1;-23.48686000;-46.48985000
651;Parque Císper;1;-23.49451000;-46.49201000
652;Vila Nova Teresa;1;-23.48554950;-46.49467140
653;Jardim Nova Tereza;1;-23.48254000;-46.49032000
654;Vila Guaraciaba;1;-23.48389000;-46.49603000
655;Jardim Keralux;1;-23.41276000;-46.87714000
656;Jardim Cotinha;1;-23.50879000;-46.48118000
657;Vila Ponte Rasa;1;-23.51061000;-46.48876000
658;Jardim Laone;1;-23.51284000;-46.47980000
659;Jardim Ponte Rasa;1;-23.51351000;-46.48627000
660;Jardim Soraia;1;-23.67951000;-46.77806000
661;Vila Mirim;1;-23.51697000;-46.48214000
662;Vila Santa Lúcia;1;-23.69055000;-46.76801000
663;Vila Bauab;1;-23.51683000;-46.48263000
664;Jardim Caguassu;1;-23.58130000;-46.51032000
665;Jardim Tango;1;-23.57805000;-46.51661000
666;Jardim Nice;1;-23.58007000;-46.51313000
667;Conjunto Habitacional Barreira Grande;1;-23.58649000;-46.50776000
668;Jardim Novo Carrão;1;-23.58371000;-46.50655000
669;Vila Alzira;1;-23.61133000;-46.52296000
670;Jardim Jurema;1;-23.58107000;-46.50571000
671;Jardim das Rosas (Zona Leste);1;-23.58782000;-46.50956000
672;Jardim Catarina;1;-23.58472000;-46.51525000
673;Jardim Machado;1;-23.58495000;-46.51111000
674;Vila Bancária;1;-23.56287000;-46.65468000
675;Jardim Porteira Grande;1;-23.58610000;-46.52036000
676;Jardim Alto Alegre (Zona Leste);1;-23.58532640;-46.52142280
677;Jardim Soares;1;-23.54791000;-46.40198000
678;Vila Fátima;1;-23.45278000;-46.62170000
679;Jardim Sapopemba;1;-23.60706000;-46.49550000
680;Jardim Iva;1;-23.59193000;-46.51545000
681;Parque dos Bancários;1;-23.59002000;-46.50993000
682;Jardim Dona Sinhá;1;-23.59827000;-46.51036000
683;Jardim Imperador (Zona Leste);1;-23.58731000;-46.49957000
684;Vila Sapopemba;1;-23.59647000;-46.50886000
685;Parque Novo Lar;1;-23.45330000;-46.58858000
686;Vila Lar Nacional;1;-23.60280000;-46.50796000
687;Jardim Paraguaçu;1;-23.59674000;-46.49957000
688;Conjunto Promorar Sapopemba;1;-23.60248000;-46.49744000
689;Conjunto Habitacional Teotonio Vilela;1;-23.60732000;-46.50565000
690;Jardim Tietê;1;-23.56287000;-46.65468000
691;Jardim São Cristóvão;1;-23.57928000;-46.49620000
692;Jardim São José (São Mateus);1;-23.58114000;-46.49614000
693;Cidade Centenário;1;-23.58269000;-46.49968000
694;Jardim Egle;1;-23.58982000;-46.49547000
695;Jardim Nossa Senhora Aparecida;1;-23.59711000;-46.50391000
696;Jardim São Gabriel;1;-23.59417000;-46.50056000
697;Jardim Itápolis;1;-23.59429000;-46.49603000
698;Cidade São Mateus;1;-23.60238000;-46.47834000
699;Jardim Nove de Julho;1;-23.58920000;-46.48400000
700;São Mateus;1;-23.59659000;-46.48725000
701;Jardim Cinco de Julho;1;-23.59322000;-46.48162000
702;Jardim Colonial;1;-23.72420000;-46.68905000
703;Parque Colonial;1;-23.72589000;-46.68878000
704;Jardim Santa Adélia;1;-23.61683000;-46.48386000
705;Jardim Valquiria;1;-23.65476000;-46.77833000
706;Fazenda da Juta;1;-23.61485000;-46.48726000
707;Conjunto Habitacional Marechal Mascarenhas de Morais;1;-23.61595000;-46.49734000
708;Jardim Adutora;1;-23.47405000;-46.66577000
709;Vila Cardoso Franco;1;-23.61914000;-46.50378000
710;Conjunto Residencial Sitio Oratório;1;-23.62320000;-46.50823000
711;Jardim São Roberto;1;-23.62414000;-46.50255000
712;Altos de Vila Prudente;1;-23.62357080;-46.50048260
713;Vila Renato (Zona Leste);1;-23.61646000;-46.50793000
714;Jardim Elba;1;-23.61534000;-46.51245000
715;Parque Santa Madalena;1;-23.61037000;-46.51504000
716;Jardim Planalto;1;-23.60783000;-46.51354000
717;Jardim Mimar;1;-23.60908630;-46.52238570
718;Jardim Ivone;1;-23.61060000;-46.52341000
719;Jardim Alzira;1;-23.66225000;-46.67003000
720;Jardim Clara Regina;1;-23.59771000;-46.52239000
721;Paraíso;1;-23.58021000;-46.66100000
722;Vila Mariana;1;-23.57791000;-46.63621000
723;Vila Clementino;1;-22.90521000;-49.63853000
724;Indianópolis;1;-23.61172000;-46.66005000
725;Jardim Luzitânia;1;-23.59511000;-46.65896000
726;Ibirapuera;1;-23.58448000;-46.66364000
727;Mirandópolis;1;-23.60716000;-46.64365000
728;Saúde;1;-23.62026000;-46.64068000
729;Planalto Paulista;1;-23.62163000;-46.65072000
730;Vila Noca;1;-23.62166000;-46.65436000
731;Moema;1;-23.60713000;-46.65367000
732;Parque Ibirapuera;1;-23.58095000;-46.65825000
733;Jardim Vila Mariana;1;-23.59122000;-46.62110000
734;Jardim Aurélia;1;-23.59130000;-46.63249000
735;Vila Firmiano Pinto;1;-23.60217000;-46.61784000
736;Vila Gumercindo;1;-23.61030000;-46.61669000
737;Parque Sonia;1;-23.50071760;-46.44255090
738;Bosque da Saúde;1;-23.61154000;-46.62343000
739;Jabaquara;1;-23.63814000;-46.64544000
740;Chácara Inglesa;1;-23.49254000;-46.72994000
741;Vila da Saúde;1;-23.61795520;-46.63564000
742;Vila do Bosque;1;-23.62182000;-46.62873000
743;Jardim da Saúde;1;-23.61814000;-46.61826000
744;Jardim Saúde;1;-23.61827000;-46.61545000
745;Vila Santo Estéfano;1;-23.62534000;-46.62017000
746;Vila Água Funda;1;-23.63265000;-46.62647000
747;Água Funda;1;-23.63106790;-46.62121610
748;Vila Brasilina;1;-23.63063000;-46.61033000
749;Jardim Previdência;1;-23.61875000;-46.61017000
750;São Salvador;1;-23.62470000;-46.61261000
751;Vila das Mercês;1;-23.63025000;-46.60488000
752;Cursino;1;-23.62566000;-46.61117000
753;Vila Moraes;1;-23.63659000;-46.61304000
754;Jardim Vergueiro (Sacomã);1;-23.63590000;-46.60247000
755;Jardim São Savério;1;-23.71128000;-46.68933000
756;Parque Bristol;1;-23.64321000;-46.60981000
757;Jardim Botucatu;1;-23.63696580;-46.61004260
758;Jardim Maria Estela;1;-23.63580000;-46.59663000
759;Jardim Tropical;1;-23.63343000;-46.60176000
760;Jardim Imperador (Zona Sul);1;-23.64474000;-46.61071000
761;Jardim Clímax;1;-23.64217000;-46.60455000
762;Jardim Santa Cruz (Sacomã);1;-23.64081000;-46.59856000
763;Jardim Santa Emília;1;-23.64152000;-46.59586000
764;Vila Liviero;1;-23.65073000;-46.59945000
765;Vila Santa Teresa (Zona Sul);1;-23.64710000;-46.59683000
766;Jardim Tenani;1;-23.64889000;-46.59556000
767;Vila Caraguatá;1;-23.64249000;-46.60173000
768;Sítio Caraguata;1;-23.64202000;-46.60197000
769;Jardim Celeste;1;-23.59796000;-46.75447000
770;Ipiranga;1;-23.59951000;-46.59549000
771;Sacomã;1;-23.61667000;-46.59875000
772;Vila Dom Pedro I;1;-23.60477000;-46.61316000
773;Vila Heliópolis;1;-23.60933000;-46.59111000
774;Vila Carioca;1;-23.60240000;-46.58878000
775;Cidade Nova Heliópolis;1;-23.96128000;-46.32806000
776;São João Clímaco;1;-23.62273000;-46.59240000
777;Jardim Seckler;1;-23.53976000;-46.53362000
778;Jardim Patente;1;-23.62618000;-46.58659000
779;Vila Vermelha;1;-23.62527000;-46.60163000
780;Vila Arapuã;1;-23.63488000;-46.58715000
781;Vila Marte;1;-23.56287000;-46.65468000
782;Vila Natália;1;-23.62445000;-46.59766000
783;Vila Conde do Pinhal;1;-23.62146000;-46.59415000
784;Jardim Patente Novo;1;-23.62876000;-46.59229000
785;Parque Fongaro;1;-23.63486000;-46.59269000
786;Vila Cristália;1;-23.63042000;-46.58294000
787;Vila Santa Eulalia;1;-23.64659000;-46.64485000
788;Vila São José (Ipiranga);1;-23.58840000;-46.61340000
789;Parque São José;1;-23.59480000;-46.61922000
790;Vila Nair;1;-23.60372000;-46.60491000
791;Vila Nancy;1;-23.53450000;-46.41031000
792;Vila Brasílio Machado;1;-23.60995000;-46.61292000
793;Vila Elisio;1;-23.62039000;-46.60494000
794;Parque do Estado;1;-23.65092000;-46.62099000
795;Parque Imperial;1;-23.62189000;-46.63576000
796;São Judas;1;-23.62408000;-46.63666000
797;Vila Monte Alegre;1;-23.62562000;-46.63161000
798;Vila Guarani (Z Sul);1;-23.65621000;-46.63382000
799;Vila Guarani;1;-23.67563000;-46.62962000
800;Cidade Vargas;1;-23.65016000;-46.63660000
801;Vila Parque Jabaquara;1;-23.65593000;-46.64388000
802;Jardim Oriental;1;-23.64309000;-46.65042000
803;Vila do Encontro;1;-23.65586000;-46.63739000
804;Vila Fachini;1;-23.66392000;-46.63156000
805;Jardim Lourdes (Zona Sul);1;-23.66644000;-46.63582000
806;Vila Campestre;1;-23.65992000;-46.64760000
807;Americanópolis;1;-23.67745000;-46.66310000
808;Jardim Bom Clima;1;-23.66811000;-46.63766000
809;Parque Jabaquara;1;-23.64051000;-46.65767000
810;Vila Babilônia;1;-23.64352000;-46.65439000
811;Jardim Aeroporto;1;-23.63457000;-46.66239000
812;Vila Mascote;1;-23.64545000;-46.66541000
813;Vila Santa Catarina;1;-23.65208000;-46.65732000
814;Jardim Prudência;1;-23.65791000;-46.67361000
815;Jardim Miriam;1;-23.52024000;-46.39108000
816;Jardim Santo Antoninho;1;-23.51633000;-46.39050000
817;Vila Mira;1;-23.65158000;-46.65238000
818;Conjunto Residencial Jardim Canaã;1;-23.43515000;-46.79053000
819;Jardim Jabaquara;1;-23.65765000;-46.66120000
820;Jardim Itacolomi;1;-23.66675000;-46.65193000
821;Cidade Domitila;1;-23.66428000;-46.65000000
822;Jardim Nosso Lar;1;-23.66701000;-46.66523000
823;Vila Marari;1;-23.66781000;-46.66187000
824;Vila Joaniza;1;-23.67728000;-46.66213000
825;Vila Erna;1;-23.66703000;-46.65974000
826;Cidade Ademar;1;-23.61785000;-46.74379000
827;Jardim Zaira;1;-23.67538000;-46.65671000
828;Vila Império;1;-23.66971000;-46.65470000
829;Jardim Edi;1;-23.68192000;-46.64915000
830;Jardim Sul São Paulo;1;-23.48979000;-46.41794000
831;Vila Clara;1;-23.67365000;-46.63608000
832;Vila Capela;1;-23.43911000;-46.87619000
833;Jardim Vilas Boas;1;-23.67623000;-46.63995000
834;Vila Patrimonial;1;-23.67592000;-46.63942000
835;Vila Elida;1;-23.49985000;-46.38886000
836;Jardim Luso;1;-23.53158000;-46.64795000
837;Cidade Júlia;1;-23.68917000;-46.64090000
838;Jardim Melo;1;-23.68663610;-46.63598930
839;Guacuri;1;-23.69694000;-46.63731000
840;Vila Guacuri;1;-23.69730000;-46.63142000
841;Vila Missionária;1;-23.68736000;-46.65041000
842;Vila Aparecida;1;-23.50689000;-46.44193000
843;Parque Primavera;1;-23.69300000;-46.64589000
844;Jardim Selma;1;-23.68819000;-46.65875000
845;Jardim São Jorge;1;-23.58402000;-46.53257000
846;Jardim Niteroi;1;-23.68051000;-46.66485000
847;Jardim Sao Carlos;1;-23.45921000;-46.59883000
848;Jardim Itapura;1;-23.68682000;-46.65862000
849;Jardim São Carlos (Zona Sul);1;-23.68204000;-46.76125000
850;Jardim Orly;1;-23.68514000;-46.66491000
851;Jardim Maria Luiza;1;-23.68198000;-46.66545000
852;Morro Grande;1;-23.68387000;-46.66835000
853;Jardim Uberaba;1;-23.68388060;-46.66429000
854;Jardim Ideal;1;-23.68482000;-46.66864000
855;Jardim Consórcio;1;-23.66967000;-46.67724000
856;Vila do Castelo;1;-23.67568000;-46.67121000
857;Jardim Alva;1;-23.67737000;-46.67130000
858;Vila Castelo;1;-23.68363000;-46.67118000
859;Jardim Martini;1;-23.65938000;-46.71677000
860;Usina Piratininga;1;-23.65938000;-46.71677000
861;Vila Arriete;1;-23.68206000;-46.68481000
862;Jardim Sabará;1;-23.68649000;-46.68266000
863;Vila Campo Grande;1;-23.68163000;-46.68168000
864;Vila Emir;1;-23.69224000;-46.67930000
865;Pedreira;1;-23.69159000;-46.67271000
866;Jardim Santa Cruz (Campo Grande);1;-23.68676000;-46.67841000
867;Jardim Palmares (Zona Sul);1;-23.68941000;-46.67815000
868;Jardim Ubirajara (Zona Sul);1;-23.68852000;-46.67267000
869;Jardim Sônia (Zona Sul);1;-23.68630000;-46.66735000
870;Vila Baby;1;-23.48175000;-46.55457000
871;Jardim da Pedreira;1;-23.69082000;-46.66230000
872;Balneário Mar Paulista;1;-23.69454000;-46.65703000
873;Jardim Nastari;1;-23.69181000;-46.65819000
874;Jardim Domitila;1;-23.45921000;-46.59883000
875;Conjunto Residencial Ingai;1;-23.69259000;-46.65812000
876;Vila dos Andradas;1;-23.69230000;-46.66818000
877;Jardim Aparecida;1;-23.69192000;-46.66732000
878;Jardim Apurá;1;-23.71163000;-46.65476000
879;Jardim Bandeirantes;1;-23.71096000;-46.66108000
880;Jardim Novo Pantanal;1;-23.48189000;-46.69020000
881;Balneário São Francisco;1;-23.70043000;-46.64622000
882;Jardim Vera Cruz;1;-23.54273000;-46.69268000
883;Santa Amélia;1;-23.54274000;-46.63598000
884;Parque Santa Amélia;1;-23.49690000;-46.37583000
885;Jardim Santa Terezinha (Pedreira);1;-23.69952000;-46.64440000
886;Parque Doroteia;1;-23.70211000;-46.64450000
887;Praia do Leblon;1;-23.70887000;-46.64093000
888;Jardim Guacuri;1;-23.70220000;-46.63206000
889;Jardim Célia (Zona Sul);1;-23.70261000;-46.62947000
890;Jardim Rubilene;1;-23.70306000;-46.63524000
891;Eldorado;1;-23.52460000;-46.73530000
892;Sete Praias;1;-23.71360000;-46.70551000
893;Jardim das Laranjeiras (Zona Sul);1;-23.70629000;-46.62706000
894;Vila Nova Conceição;1;-23.59549000;-46.66854000
895;Vila Uberabinha;1;-23.60156000;-46.67014000
896;Jardim Novo Mundo;1;-23.60947000;-46.67543000
897;Itaim;1;-23.58508000;-46.67158000
898;Chácara Itaim;1;-23.55536000;-46.71596000
899;Vila Olímpia;1;-23.60006000;-46.68373000
900;Brooklin Paulista;1;-23.62099000;-46.68173000
901;Brooklin Novo;1;-23.61160000;-46.68019000
902;Vila Perus;1;-23.40922000;-46.75410000
903;Cidade Monções;1;-23.61018000;-46.69435000
904;Jardim Edith;1;-23.72185000;-46.68702000
905;Vila Cordeiro;1;-23.61774000;-46.68643000
906;Campo Belo;1;-23.62343000;-46.67107000
907;Santo Amaro;1;-23.64573000;-46.70401000
908;Jardim Petrópolis;1;-23.62990000;-46.68348000
909;Vila Congonhas;1;-23.62845000;-46.67049000
910;Nova Piraju;1;-23.62757000;-46.66740000
911;Jardim Brasil (Zona Sul);1;-23.63924000;-46.66591000
912;Vila Alexandria;1;-23.64124000;-46.67048000
913;Jardim Cordeiro;1;-23.49086000;-46.58084000
914;Jardim dos Estados;1;-23.54487000;-46.60743000
915;Chácara Flora;1;-23.64878000;-46.68513000
916;Chácara Monte Alegre;1;-23.64974770;-46.67833060
917;Jardim Marajoara;1;-23.65646000;-46.68513000
918;Vila Nova Caledônia;1;-23.64546000;-46.67272000
